01-0029	01-0029_Ash_Grove_Cement	Ash Grove Cement Company - Durkee	33060 Shirttail Creek Road	Durkee	97905	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
01-0038	01-0038_Northwest Pipeline LLC	Baker Compressor Station	7.5 Miles NW of Baker City to Chandler Lane	Baker City	97814	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
02-0005	02-0005_HP_Inc	HP Inc	1070 NE CIRCLE BLVD	CORVALLIS	97330	false	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
02-2054	02-2054_Morse Bros., Inc	Knife River Corvallis Concrete	28602 Hwy 34	Corvallis	97339	true	NA	true	NA
02-2125	02-2125_CPM Development Corporation	CPM Development Corp. dba Green & White Rock Products	28504 Payne Rd	Corvallis	97339	true	NA	true	NA
02-2173	02-2173_Hollingsworth & Vose Fiber Company	Hollingsworth & Vose Fiber Company	1551 SE Crystal Lake Drive (Plant 1); 1220 SE Crystal Lake Drive (Plant 2)	Corvallis	97339	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
02-2298	02-2298_Oregon State University	Oregon State University	3015 SW Western Blvd	Corvallis	97331	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
02-2524	02-2524_Oregon State Vet School	OSU Vet	College of Veterinary Medicine / Magruder hall 105	Corvallis OR	97331	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
02-7082	02-7082_Georgia-Pacific Wood Products	Philomath Georgia-Pacific Wood Products, LLC	24808 Alsea Highway	Philomath	97370	true	P * EF * (1-CE)	true	[((C * D * K) – (W * K)) (1 – (CE * DE))]
02-9502	02-9502_Valley Landfills, Inc	Valley Landfills, Inc.	28972 Coffin Butte Road	Corvallis	97330	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
02-9503	02-9503_Pacific Northwest Generating Cooperative	Pacific Northwest Generating Cooperative	29160 Coffin Butte Road	Corvalis	97330	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-0002	03-0002_Oldcastle Precast, Inc	Oldcastle Precast, Inc.	PO Box 323, 28499 SW Boberg Rd.	Wilsonville	97070	true	NA	true	NA
03-0003	03-0003_S.R. Smith, LLC	S.R. Smith, LLC	1017 SW Berg Parkway	Canby	97013	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0007	03-0007_Glacier Northwest, Inc. Compressed	Glacier Northwest, Inc. - Clackamas Ready Mix	11340 SE Jennifer Street	Clackamas	97015	true	NA	true	NA
03-0009	03-0009_Atlas Industrial Coating, Inc	Atlas Industrial Coatings Inc.  DBA A.I.C., Inc.	17555 SW 63rd Ave 	Lake Oswego	97035	false	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0010	03-0010_Clackamas County Water Environment Services	Clackamas County Kellogg Creek Water Pollution Control Plant	11525 SE McLoughlin Blvd.	Milwaukie	97222	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0011	03-0011_Water Environment Services	Clackamas County Tri-City Water Pollution Control Plant	15941 S. Agnes Avenue	Oregon City	97045	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0016	03-0016_Wolf Steel Foundry, Inc	Wolf Steel Foundry Inc.	6160 South Whiskey Hill Road	Hubbard Oregon	97032	true	P * EF * (1-CE)	false	[((C * D * K) – (W * K)) (1 – (CE * DE))]
03-0020	03-0020_PCC Structurals, Inc	PCC Structurals, Inc., Deer Creek	13350 SE Johnson Road	Milwaukie	97222	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0030	03-0030_Dravon Medical, Inc	Dravon Medical Inc.	11465 SE Highway 212	Clackamas, Oregon	97015	false	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0037	03-0037_J and D Fertilizer Ltd	J and D Fertilizers, Ltd.	9205 S Kraxberger Rd.	Canby	97013	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-0041	03-0041_McClure Industries, Inc	McClure Industries	9051 SE 55th Avenue	Portland	97206	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0048	03-0048_Kaiser Permanente	Kaiser Permante Sunnyside Medical Center	10180 SE Sunnyside Rd	Clackamas	97015	true	NA	true	NA
03-0050	03-0050_Xerox Corporation	Xerox	26600 SW Parkway Avenue, Suite #200	Wilsonville	97070	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-0051	03-0051_Kaiser Permanente	Kaiser Permante Sunnyside Medical Center	10180 SE Sunnyside Rd	Clackamas	97015	true	NA	true	NA
03-0052	03-0052_Pesznecker Brothers, Inc	Pesznecker Brothers Inc.	15500 SE 102nd Ave 	Clackamas	97015	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-0053	03-0053_TM Clackamas	Maaco Clackamas	159679 SE 135th Ave	Clackamas	97015	true	NA	true	NA
03-0057	03-0057_2_AGC Heat Transfer, Inc	AGC Heat Transfer.	9109 SE 64th Ave.	Portland	97206	true	NA	true	NA
03-0061	03-0061_Sunstone Circuits	Sunstone Circuits, LLC	13626 S Freeman Rd.	Mulino	97042	true	P * EF * (1-CE)	false	[((C * D * K) – (W * K)) (1 – (CE * DE))]
03-0065	03-0065_Conveyco	Conveyco Mfg. Corp.	15151 S.E. Minuteman Way	Clackamas, Oregon	97015	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0093	03-0093_Dave's Killer Bread	Dave's Killer Bread	5209 SE International Way	Milwaukie	97222	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-0098	03-0098_PECO Inc	PECO, Inc.	11241 SE Hwy 212	Clackamas	97015	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-0099	03-0099 PGE Carver	Carver Readiness Center	16782 SE 130th Ave	Clackamas	97015-8966	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-0113	03-0113_Xerox Corporation	Xerox	27063 SW Canyon Creek Rd.	Wilsonville	97070	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-1791	03-1791_Sanders Wood Products, Inc.	RSG Forest Products, Inc. 	28890 Highway 213	Molalla, Oregon	97038	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-2145	03-2145_West_Linn_Paper_Company	West Linn Paper Company	4800 Mill Street	West Linn	97068	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-2505	03-2505_Orchid Orthopedic Solutions	Orchid Othropedic Solutions	13963 Fir street 	Oregon City	97045	true	P * EF * (1-CE)	true	[((C * D * K) – (W * K)) (1 – (CE * DE))]
03-2533	03-2533 Interfor Molalla	Interfor US Inc. – Molalla Division	15555 S. Highway 211	Molalla	97038	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-2624	03-2624_Oregon Cutting Systems	Blount, Inc.	4909 SE International Way	Milwaukie	97222	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-2631	03-2631_Eagle Foundry Co	Eagle Foundry Co.	23123 SE Eagle Creek Road, PO Box 250	Eagle Creek	97022	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-2634	03-2634_Johnson Controls Battery Group, Inc.	Johnson Controls Battery Group, Inc.	800 NW 3rd Avenue	Canby	97013	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
 03-2657	03-2657_WCP, Inc Compressed	WCP, Inc dba Wilsonville Concrete Products	31200 SW Industrial Way	Wilsonville	97070	true	NA	true	NA
03-2674	03-2674_PCC Structurals, Inc	PCC Structurals, Inc., SSBO	13340 SE 84th Ave.	Clackamas	97015	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-2719	03-2719_Georgia Pacific Gypsum, LLC	Georgia-Pacific Gypsum, LLC	505 NE 3rd Avenue	Canby	97103	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-2729	03-2729_Northwest Pipeline LLC	Oregon City Compressor Station	13124 Springwater Road South	Oregon City    	97045	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-2738	03-2738_Consolidated_Metco_Inc	Consolidated Metco Inc.	10448 Highway 212	Clackamas	97015	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-2754	03-2754_Albertson's LLC	Safeway Clackamas Bread Plant	9450 SE Mangan Dr	Clackamas Or	97015	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-2763	03-2763_Stutzman_Environmental_Products	Stutzman Environmental Products	410 industrial Way	Mollala	97038	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
03-2777	03-2777_Miles Fiberglass & Plastics, Inc.	Miles Fiberglass & Plastics Inc.  Building A	1516 Main St 	Oregon City	97045	true	EF = Emission Factor	true	NA
03-2778	03-2778_Miles Fiberglass & Plastics, Inc.	Miles Fiberglass & Plastics Inc.	8855 SE Otty Road	Happy Valley	97086	true	EF = Emission Factor	true	NA
03-9507	03-9507_NW Natural Mollala	Molalla Gate Station	10405 S. Barnards Road	Molalla, OR	97038	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-9511	03-9511_Universal Recycling Technologies, LLC	Universal Recycling Technologies, LLC	10151 SE Jennifer Street	Clackamas	97015	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
03-9517	03-9517_AB Mauri Food, Inc.	AB Mauri Baking Solutions	26994 SW 95th Avenue	Wilsonville	97070	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
04-0004	04-0004_Georgia-Pacific Consumer Products LP	Georgia-Pacific Consumer Products LP	92326 Taylorville Road	Clatskanie	97016	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
04-0006	04-0006_Bio-Oregon Protein, Inc.	BioOregon Protein, Inc.	1935 NW Warrenton Drive	Warrenton	97146	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
04-0041	04-0041_Hampton Lumber Mills, Inc	Hampton Lumber Mills, Inc.	550 Skipanon Drive	Warrenton	97146	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
05-0006	05-0006_Cascade Kelly Holdings, LLC	Columbia Pacific Bio-Refinery	81200 Kallunki Road	Clatskanie	97016	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
05-0011	05-0011_Clatskanie People's Utility District	Alden Bailey / Loki	92328 Taylorville Rd.	Clatskanie, OR	97016	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
05-0014	05-0014_Longview Fibre Paper and Packaging Inc. dba KapStone	Clatskanie Chip Plant	76103 Highway 47	Clatskanie   	97016	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
05-0023	05-0023_Cascade Kelly Holdings LLC	Columbia Pacific Bio-Refinery	81200 Kallunki Road	Clatskanie	97016	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
05-1849	05-1849_Cascades Tissue Group Oregon	Cascades Tissue Group - Oregon	1300 Kaster Road	St. Helens	97051	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
05-2042	05-2042_Dyno_Nobel	Dyno Nobel Inc.	63149 Columbia River Highway	Deer Island	97054	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
05-2085	05-2085_Armstrong_World_Industries_Inc_Sept1submittal	Armstrong World Industries	1645 Railroad Avenue	St. Helens	97051	true	NA	true	NA
05-2520	05-2520_Portland General Electric Company	Beaver, Port Westward 1, Port Westward 2	80997 and 81566 Kallunki Road	Clatskanie	97016	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
05-2581	05-2581_Northwest Natural Gas Company	NW Natural - Miller Station	off private logging road, northwest of Mist, OR	Mist	not applicable	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
05-2598	05-2598_Enerfin Resources Northwest Ltd. Ptp.	Miller Compressor Station	10.5 mile Columbia River Main Line	Mist	97016	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
05-2605	05-2605_Forest Energy Oregon, LLC	Forest Energy Oregon LLC	2305 2nd Street	Columbia City	97018	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
06-0010	06-0010_Roseburg Forest Products Co	Roseburg Forest Products Coquille Plywood	Cedar Point Road	Coquille	97423	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
06-0028	06-0028_Allweather Wood, LLC	Allweather Wood 	69015 Hauser Depot Rd	North Bend 	97459	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
07-0001	07-0001_Contact Industries	Contact Industries, LLC	1155 N. Main     PO Box 309	Prineville, OR	97754	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
07-0013	07-0013_Bioshpere Carbon Group, LLC	Biosphere Carbon Group, LLC	3920 NW Lamonta Road	Prineville	97754	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
07-0022	07-0022_Les Schwab Warehouse Center, Inc	Les Schwab Production Center	717 NW Madras Highway	Prineville	97754	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
07-0037	07-0037_VitesseLLC	Vitesse Data Center	735 SW Connect Way	Prineville	97754	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
07-0046	07-0046_Apple Prineville Data Processing Center	Prineville Data Center	1600 SW Baldwin Rd.	Prineville	97754	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
08-0003	08-0003_Pacific Wood Laminates, Inc	Pacific Wood Laminates, Inc.	P.O. Box 820	Brookings, Oregon	97415	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
08-0008	08-0008_South Coast Lumber Co	South Coast Lumber Co.	17345 Carpenterville Road	P.O. Box 670	Brookings, Oregon	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
09-0015	09-0015_JELD-WEN, inc	JELD-WEN, inc. dba JELD-WEN	62845 Boyd Acres Road	Bend	97701	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
09-0018	09-0018_1_Team Millwork, LLC Compressed	BRIGHT WOOD CORPORATION - REDMOND SITE	630 SE 1ST STREET	REDMOND	97756	true	NA	true	NA
09-0022	09-0022_PCC Structurals, Inc	PCC Structurals, Inc., Schlosser	345 NE Hemlock Ave.	Redmond	97756	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
09-0036	09-0036_Bend Research, Inc	Bend Research Inc., BRI-M1	20503 Builders Street	Bend	97701	true	EF = Emission Factor	true	K = % Weight Pollutant
09-0040	09-0040_KnottLandfill	Knott Landfill	61050 SE 27th Street	Bend	97702	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
09-0072	09-0072_Genesis Acquisition Company, Inc. dba Northland Furniture Company, LLC	Genesis Acquisition Co dba Northland Furniture Company	681 SE Glenwood Drive	Bend	OR 97702	false	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
09-0084	09-0084_Gas Transmission Northwest LLC	Gas Transmission Northwest LLC, Compressor Station #12	U.S. 97, 19 miles south of Bend, Oregon	Bend	97702	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
09-9508	09-9508_Suterra	Suterra LLC	20950 Talus Place	Bend, OR	97701	true	P * EF * (1-CE)	true	[(C * K) – (W * K)] (1 – (CE * DE) )
09-9557	09-9557_Biogreen Sustainable Energy Co., LLC	Biogreen Sustainable Energy Co.	116855 Reed Road	La Pine	97739	true	NA	false	NA
10-0008	10-0008_Oregon Door Company	Oregon Door Company	477 Dillard Gardens Road 	Dillard, OR	97432	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0012	10-0012_Douglas County, Inc. dba Douglas County Forest Products	Douglas County Inc., DBA Douglas County Forest Products	398 Del Rio Rd.	Rosebur	97471	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
10-0013	10-0013_Roseburg Forest Products Co	Roseburg Forest Products Riddle Engineered Wood	4500 Riddle Bypass Road	Riddle	97469	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0018	10-0018_D. R. Johnson Lumber Co	D.R. Johnson Lumber Co.	1991 Pruner Road	Riddle	97469	false	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0022	10-0022_Murphy Company	Murphy Company - Engineered Wood Division	412 West Central Avenue	Sutherlin	97479	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
10-0025	10-0025_Roseburg Forest Products Co	Roseburg Forest Products Dillard Complex	10599 Old Highway 99 South	Dillard	97432	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0030	10-0030_Swanson Group Mfg. LLC	Swanson Group Mfg. LLC Roseburg Stud Division	2635 Old Highway 99 South	Roseburg Oregon	97470	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
10-0031	10-0031_Douglas County Public Works Department	Roseburg Landfill	384 McLain West Avenue	Roseburg 	97470	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
10-0033	10-0033_Orenco_Systems_Inc	Orenco Systems, Inc.	814 Airway Ave.	Sutherlin	97479	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0045	10-0045_Swanson Group Mfg	Swanson Group Mfg. LLC Glendale Plywood/Veneer	303 Mehlwood lane	Glendale , Oregon	97442	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
10-0054	10-0054_Emerald Forest Products, Inc	Emerald Forest Products Plant #4	649 Fir Street	Drain	97435	true	NA	true	NA
10-0078	10-0078_Roseburg Forest Products Co	Roseburg Forest Products Riddle Plywood	3064 Cow Creek Road	Riddle	97469	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0121	10-0121_Hoover Treated Wood Products, Inc	Hoover Treated Wood Products, Inc.	303 Dillard Gardens Road	Winston	97496	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
10-0152	10-0152_Northwest Pipeline LLC	Winchester Compressor Station	1137 Brozio Road	Winchester   	97495	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0154	10-0154_V-T West, Inc	V-T West, Inc. Oregon Division	393 Industrial Drive	Roseburg	97471	false	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
10-0210	10-0210_Roseburg LFG Energy, LLC	Roseburg Landfill Gas to Energy Facility	384 McLain West Ave	Roseburg	97471	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
11-0001	11-0001_Waste Management Disposal Services of Oregon, Inc	Columbia Ridge Landfill and Recycling Center	18177 Cedar Springs Landfill and Recycling Center	Arlington	97812	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
11-0002	11-0002_Chemical Waste Management	Chemical Waste Management of the Northwest, Inc.	17629 Cedar Springs Lane	Arlington	97812	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
11-0006	11-0006_InEnTec_Columbia_Ridge_Rev_0	InEnTec Columbia Ridge LLC	17661 Cedar Springs Lane	Arlington, OR	97812	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
12-0032	12-0032_Ochoco Lumber Company	Malheur Lumber Company	60339 West Highway 26	John Day, OR	97845	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
14-0003	14-0003_Bear Mountain Forest Products, Inc	Bear Mountain Forest Products, Inc.	5 NW Cramblett Way	Cascade Locks, OR	97014	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
15-0004	15-0004_Boise Cascade Wood Products, LLC	Boise Cascade - Medford Plywood	3285 N. Pacific Hwy	Medford, OR	97501	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
15-0005	15-0005_Cascade Wood Products, Inc	Cascade Wood Products	8399 14th Street	White City	97503	false	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
15-0012	15-0012_Murphy Company dba Murphy Veneer	Murphy Veneer	7975 11th Street	White City	97503	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
15-0014	15-0014_Murphy Company dba Murphy Plywood	Murphy Plywood Softwood Division	5205 North River Road	Rogue River	97537	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
15-0020	15-0020_Boise Cascade Wood Products, LLC	Boise Cascade - Rogue Valley Plywood	1795 Antelope Road	White City, OR	97503	true	NA	true	[(C * D * K)] – W] (1 – (CE * DE) )
15-0021	15-0021_South Stage Landfill, Inc	South Stage Landfill	4761 South Stage Road	Jacksonville, OR	97530	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
15-0022	15-0022_Plycem USA, Inc.	Plycem USA, LLC	1200 Ave G	White City	97503	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
15-0025	15-0025_Timber Products Co. Limited Partnership	Timber Products Co. Limited Partnership	25 E. McAndrews Road	Medford	97501	true	P * EF * (1-CE)	true	[((C * D * K) – (W * K)) (1 – (CE * DE))]
15-0026	15-0026_Dry Creek Landfill, Inc	Dry Creek Landfill	6260 Dry Creek Road	Eagle Point, OR	97524	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
15-0028	15-0028_Linde Gas North America LLC	Linde Gas North America LLC	470 West Antelope Road	White City	97503	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
15-0029	15-0029 Carestream Health, Inc	Carestream Health, Inc.	8124 Pacific Avenue	White City	97503	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
15-0030	15-0030_City of Medford	City of Medford Vernon Thorpe RWRF	1100 Kirtland Road	Central Point	97502	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
15-0046	15-0046_Boise Cascade Wood Products, LLC	Boise Cascade - White City Veneer	7890Agate Road	White City, OR	97503	true	P * EF * (1-CE)	false	[(C * D * K)] – W] (1 – (CE * DE) )
15-0073	15-0073_Roseburg Forest Products Co	Roseburg Forest Products Medford MDF	2865 N. Pacific Hwy	Medford	97501	true	P * EF * (1-CE)	true	[(C * D * K)] – W] (1 – (CE * DE) )
